Account,Search term,Match type,Added/Excluded,Campaign,Ad group,Clicks,Impr.,Cost,Conversions,is_aimax,cat,why
South Florida,richard kramer dentist,AI Max,Excluded,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,great expressions dental,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,4,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,platinum dental services,Broad match,None,OM_South Florida Dental Centre_Search_In House - New LP_2026,Inhouse,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,dr elliott dentist,Broad match,Excluded,Brand Search Campaign,Brand,0,2,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,mark r dennis d d s,Broad match,None,Brand Search Campaign,Brand,0,1,0.0,0.0,False,Irrelevant,No dental or orthodontic intent
South Florida,dentist hillsboro blvd deerfield beach,Phrase match (close variant),Excluded,Brand Search Campaign,Brand,1,2,4.65,0.0,False,Highly Relevant,Core dental service + local/commercial intent
South Florida,dr david santana,Broad match,Excluded,Brand Search Campaign,Brand,0,1,0.0,0.0,False,Borderline / Low Intent,Person/practice-name navigational (no service intent)
South Florida,oscar gonzalez dentist,Broad match,Excluded,Brand Search Campaign,Brand,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,best dentist in coral springs,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,2,0.0,0.0,False,Highly Relevant,Core dental service + local/commercial intent
South Florida,the dental boutique boynton beach,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Highly Relevant,Core dental service + local/commercial intent
South Florida,friedman dental,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,awesome smiles of pompano,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
South Florida,regina saenz,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Borderline / Low Intent,Person/practice-name navigational (no service intent)
South Florida,gary levine dentist,AI Max,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,yitta garden,AI Max,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
South Florida,christopher schiller dds,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Borderline / Low Intent,Competitor provider name
South Florida,dentalvana north miami,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Clearly Wasteful,Out-of-market geography
South Florida,south dental,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,2,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,watergrass dental,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,cherry dental financing,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,tomalty,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,2,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
South Florida,pediatric dentist in coral springs,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,3,0.0,0.0,True,Highly Relevant,Core dental service + local/commercial intent
South Florida,bright smiles,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,2,0.0,0.0,True,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
South Florida,little smiles dental,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,dentistry cerca de mi,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,1,1,10.06,0.0,True,Highly Relevant,Core dental service + local/commercial intent
South Florida,cone beam ct scan dental,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,delta dental ppo providers,AI Max,Excluded,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,stellar smiles,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
South Florida,isnile,AI Max,Excluded,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,2,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
South Florida,andre ledoux oral surgeon,AI Max,Excluded,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,dr robert spoont boca raton fl,Broad match,None,OM_South Florida Dental Centre_Search_In House - New LP_2026,Inhouse,0,1,0.0,0.0,False,Irrelevant,No dental or orthodontic intent
South Florida,pediatric dentistry coral springs,Broad match,None,OM_South Florida Dental Centre_Search_In House - New LP_2026,Inhouse,0,1,0.0,0.0,False,Highly Relevant,Core dental service + local/commercial intent
South Florida,dentist in coconut creek fl,Phrase match (close variant),None,Brand Search Campaign,Brand,0,1,0.0,0.0,False,Highly Relevant,Core dental service + local/commercial intent
South Florida,florida center for oral & maxillofacial surgery,Broad match,None,Brand Search Campaign,Brand,0,4,0.0,0.0,False,Highly Relevant,Core dental service + local/commercial intent
South Florida,dentist in pembroke pines,Phrase match (close variant),None,Brand Search Campaign,Brand,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,dr adam barbag,Broad match,Excluded,Brand Search Campaign,Brand,0,1,0.0,0.0,False,Borderline / Low Intent,Person/practice-name navigational (no service intent)
South Florida,pediatric dental center of biscayne,Phrase match (close variant),None,Brand Search Campaign,Brand,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,metlife dentist providers near me,AI Max,Excluded,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,2,0.0,0.0,True,Highly Relevant,Core dental service + local/commercial intent
South Florida,everlasting smiles,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
South Florida,dental office pompano beach,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,2,0.0,0.0,False,Highly Relevant,Core dental service + local/commercial intent
South Florida,implant center of coral springs,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,1,2,5.68,0.0,False,Highly Relevant,Core dental service + local/commercial intent
South Florida,smile mission pompano,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
South Florida,luxe dental,AI Max,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,who is dentaquest through,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Borderline / Low Intent,Person/practice-name navigational (no service intent)
South Florida,florida smile dental,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Highly Relevant,Core dental service + local/commercial intent
South Florida,unitedhealthcare dental provider phone number,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,dentist of miami gardens,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Clearly Wasteful,Out-of-market geography
South Florida,cooper orthodontics near me,Broad match,None,OM_South Florida Dental Centre_Search_In House - New LP_2026,Inhouse,0,1,0.0,0.0,False,Highly Relevant,Core dental service + local/commercial intent
South Florida,katia mattos,Broad match,None,OM_South Florida Dental Centre_Search_In House - New LP_2026,Inhouse,0,1,0.0,0.0,False,Borderline / Low Intent,Person/practice-name navigational (no service intent)
South Florida,dental plans with no waiting,Broad match,None,OM_South Florida Dental Centre_Search_In House - New LP_2026,Inhouse,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,metlife dental insurance,Broad match,None,OM_South Florida Dental Centre_Search_In House - New LP_2026,Inhouse,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,boca dental associates,Broad match,None,OM_South Florida Dental Centre_Search_In House - New LP_2026,Inhouse,0,1,0.0,0.0,False,Highly Relevant,Core dental service + local/commercial intent
South Florida,sunshine smiles,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
South Florida,seda dental,AI Max,Excluded,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,5,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,oakland dentist,AI Max,Excluded,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,smiles near me,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
South Florida,wave endo,AI Max,Excluded,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
South Florida,how much is a dental cleaning without insurance,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Highly Relevant,Core dental service + local/commercial intent
South Florida,slootsky dentist,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,2,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,aspen dental near me,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,2,0.0,0.0,True,Highly Relevant,Core dental service + local/commercial intent
South Florida,family dental associates,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,2,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,mark berger dentist,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,oral surgeon in pembroke pines fl,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Highly Relevant,Core dental service + local/commercial intent
South Florida,cost of a filling,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Highly Relevant,Core dental service + local/commercial intent
South Florida,prosthodontist,Broad match,Excluded,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,south florida oral and facial surgery,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,2,0.0,0.0,False,Irrelevant,No dental or orthodontic intent
South Florida,oral surgeon boca,Broad match,None,Brand Search Campaign,Brand,0,1,0.0,0.0,False,Highly Relevant,Core dental service + local/commercial intent
South Florida,dr raynor dentist miramar,Phrase match (close variant),Excluded,Brand Search Campaign,Brand,0,1,0.0,0.0,False,Highly Relevant,Core dental service + local/commercial intent
South Florida,dr edge dentist,Broad match,Excluded,Brand Search Campaign,Brand,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,tommie dental,Broad match,Excluded,Brand Search Campaign,Brand,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,dentist miami,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Clearly Wasteful,Out-of-market geography
South Florida,margate dentist,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,4,0.0,0.0,True,Highly Relevant,Core dental service + local/commercial intent
South Florida,sedation dental lighthouse point,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,rey dental coral springs,AI Max,Excluded,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,3,0.0,0.0,True,Highly Relevant,Core dental service + local/commercial intent
South Florida,nova dental,AI Max,Excluded,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,dentist cerca de mi,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Highly Relevant,Core dental service + local/commercial intent
South Florida,bryan friedland,AI Max,Excluded,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
South Florida,5810 wiles rd,AI Max,Excluded,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,1,1,24.0,0.0,True,Clearly Wasteful,"Bare street address (navigational, no service intent)"
South Florida,how much is a tooth filling,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Highly Relevant,Core dental service + local/commercial intent
South Florida,sunrise dental group,AI Max,Excluded,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Highly Relevant,Core dental service + local/commercial intent
South Florida,andrew brown dentist,AI Max,Excluded,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,3656 west hillsboro boulevard,AI Max,Excluded,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Clearly Wasteful,"Bare street address (navigational, no service intent)"
South Florida,778 s federal hwy deerfield beach fl 33441,Broad match,None,OM_South Florida Dental Centre_Search_In House - New LP_2026,Inhouse,0,1,0.0,0.0,False,Clearly Wasteful,"Bare street address (navigational, no service intent)"
South Florida,humana dental en español,Broad match,None,OM_South Florida Dental Centre_Search_In House - New LP_2026,Inhouse,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,tomalty dental care,Broad match,None,OM_South Florida Dental Centre_Search_In House - New LP_2026,Inhouse,0,3,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,dr rangel dentist,Broad match,None,OM_South Florida Dental Centre_Search_In House - New LP_2026,Inhouse,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,revive dental,Broad match,None,OM_South Florida Dental Centre_Search_In House - New LP_2026,Inhouse,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,dr lee dentist near me,Broad match,None,OM_South Florida Dental Centre_Search_In House - New LP_2026,Inhouse,0,1,0.0,0.0,False,Highly Relevant,Core dental service + local/commercial intent
South Florida,1348 e hillsboro blvd deerfield beach fl 33441,Broad match,None,OM_South Florida Dental Centre_Search_In House - New LP_2026,Inhouse,0,1,0.0,0.0,False,Clearly Wasteful,"Bare street address (navigational, no service intent)"
South Florida,114 sw 10th st suite a fort lauderdale fl 33315,Broad match,None,OM_South Florida Dental Centre_Search_In House - New LP_2026,Inhouse,0,1,0.0,0.0,False,Clearly Wasteful,"Bare street address (navigational, no service intent)"
South Florida,orthodontist in coral springs,Phrase match (close variant),None,Brand Search Campaign,Brand,0,1,0.0,0.0,False,Highly Relevant,Core dental service + local/commercial intent
South Florida,complete dental health,Broad match,None,Brand Search Campaign,Brand,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,super smiles dentist,Broad match,None,Brand Search Campaign,Brand,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,dr fox dentist coral springs,Broad match,Excluded,Brand Search Campaign,Brand,0,2,0.0,0.0,False,Highly Relevant,Core dental service + local/commercial intent
South Florida,fix loose lower dentures,Broad match,None,Brand Search Campaign,Brand,1,1,1.76,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,urgent care near me,AI Max,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,True,Clearly Wasteful,Non-dental medical / other vertical
South Florida,helen dentista,AI Max,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,box dds,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Borderline / Low Intent,Competitor provider name
South Florida,humana in network dentist,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,north broward oral surgery,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,2,0.0,0.0,False,Highly Relevant,Core dental service + local/commercial intent
South Florida,jm dental group,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,abc dentistry,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,simple dental,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,urgent care margate fl,AI Max,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,True,Clearly Wasteful,Non-dental medical / other vertical
South Florida,american health dental,Broad match,Excluded,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,cosmic smile,AI Max,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,True,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
South Florida,harris dentistry boca raton,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Highly Relevant,Core dental service + local/commercial intent
South Florida,dentaquest,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,14,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
South Florida,kravitz dental pembroke pines,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,super smiles kids dental & orthodontics,Broad match,Excluded,OM_South Florida Dental Centre_Search_In House - New LP_2026,Inhouse,0,2,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,what insurance covers braces for adults,Broad match,None,OM_South Florida Dental Centre_Search_In House - New LP_2026,Inhouse,0,2,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,basalt dentist,Broad match,Excluded,Brand Search Campaign,Brand,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,dr copulos,Phrase match (close variant),Excluded,Brand Search Campaign,Brand,0,1,0.0,0.0,False,Borderline / Low Intent,Person/practice-name navigational (no service intent)
South Florida,south florida dentistry,Exact match,Added,Brand Search Campaign,Brand,1,21,3.17,0.0,False,Highly Relevant,Own brand / branded navigational
South Florida,clove for toothache,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,ideal dental,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,5,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,nova dental,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,smile dental care pompano beach,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Highly Relevant,Core dental service + local/commercial intent
South Florida,swollen gums,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,nuvia center near me,AI Max,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,True,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
South Florida,carillas dentales miami,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Clearly Wasteful,Out-of-market geography
South Florida,tlc dental insurance,AI Max,Excluded,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,eric mohr dentist,AI Max,Excluded,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,united healthcare dental insurance,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,modern dentistry deerfield beach,AI Max,Excluded,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Highly Relevant,Core dental service + local/commercial intent
South Florida,gulfstream dental,AI Max,Excluded,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,2,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,smilist,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
South Florida,drubi orthodontics,Broad match,None,OM_South Florida Dental Centre_Search_In House - New LP_2026,Inhouse,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,how much is it for braces with insurance,Broad match,None,OM_South Florida Dental Centre_Search_In House - New LP_2026,Inhouse,0,1,0.0,0.0,False,Highly Relevant,Core dental service + local/commercial intent
South Florida,dr shapiro dentist,Broad match,Excluded,Brand Search Campaign,Brand,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,dr barbag coral springs,Phrase match (close variant),None,Brand Search Campaign,Brand,0,1,0.0,0.0,False,Borderline / Low Intent,Person/practice-name navigational (no service intent)
South Florida,modern dentistry,Broad match,None,Brand Search Campaign,Brand,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,super smiles coral springs fl,Phrase match (close variant),None,Brand Search Campaign,Brand,0,2,0.0,0.0,False,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
South Florida,mateo dental,AI Max,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,2,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,health department dental clinic,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,2,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,mcna dental,Broad match,None,OM_South Florida Dental Centre_Search_Emergency - New LP_2026,Emergency,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,simple dental,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,art dental studio cooper city,AI Max,Excluded,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,3,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,coastal dentist,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,keith friefeld,AI Max,Excluded,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,1,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
South Florida,gentle teeth cooper city,AI Max,None,OM_South Florida Dental Centre_Search_New Patient 99 Offer_2025,New Patient $99 Offer,0,2,0.0,0.0,True,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,glades dental group boca raton,Broad match,None,OM_South Florida Dental Centre_Search_In House - New LP_2026,Inhouse,0,1,0.0,0.0,False,Highly Relevant,Core dental service + local/commercial intent
South Florida,abc dentist,Broad match,None,OM_South Florida Dental Centre_Search_In House - New LP_2026,Inhouse,0,1,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,insurance for veneers,Broad match,None,OM_South Florida Dental Centre_Search_In House - New LP_2026,Inhouse,0,2,0.0,0.0,False,Relevant / Acceptable,"Dental service, no geo/commercial modifier"
South Florida,edgar porras dds,Broad match,None,OM_South Florida Dental Centre_Search_In House - New LP_2026,Inhouse,0,2,0.0,0.0,False,Borderline / Low Intent,Competitor provider name
